SongID,Title,ArtistName,Artist_mbid,Country
b'SOMVCFU12A8C141903',b'Calm',b'Circular',9c08ed02-3e49-4471-bcb4-3a2b1230483d,
b'SOMRXYJ12AB0185687',b'Blue Lights Flashing',b'Solitaire',bfedf434-13e0-4483-9782-0f73e8c0b956,
b'SOWTTOG12A8C13ED7C',"b""I'll Never Get Over You""",b'The Dee Jays',cd0d4143-9471-4285-82ce-49e71e044547,
b'SOMUGVG12AB0188002',b'Up All Night (Acoustic Live Album Version)',b'Unwritten Law',846cdb90-81a6-4c05-a7dc-9dd075f0db9e,US
b'SOQFBNJ12AB017FFD0',b'197666 w/ Special Guest The Confederate Crusader (Album Version)',"b""Wednesday 13's Frankenstein Drag Queens From Planet 13""",7d3f44ce-e9ac-45ef-92c9-3ec380d5dc60,US
b'SOQXUCZ12AB0187B3C',b'Freestyle Ministry (server Verbals)',b'KRS-One',fc4568b6-cbe3-4a3d-8409-28510c19e3e2,US
b'SOXNVDF12A8C1343BA',b'Love Is An Uphill Climb  ()',b'David Robertson',d0ad4635-ed3a-41cd-8f91-53ba0b929015,US
b'SOBXRGX12A8C138B59',b'\xc2\xbfY C\xc3\xb3mo Es \xc3\x89l?',b'Jose Luis Perales',86845ceb-170e-4bc2-9006-cb360867d04b,ES
b'SOEWNIU12A58A7B68B',b'Moving On',b'Constance Demby',ae7defd2-004f-4d98-a06b-251fd73d07c7,US
b'SOBHWFA12AB018E88D',b'South Side Rep Your Hood (Ringtone_ Sonnerie)',b'Blingtones',,Failed to retrieve information
b'SOCAHVE12AC3DFA206',b'Juncales',b'Juan Carmona',f8b180f7-eca1-43b8-93c1-c2560edcca21,FR
b'SORGFZA12A8C13EF1E',b'Stuck On Rewind',b'Rockit',1d907170-8e6f-4e8a-9465-0ecaf1f43b19,
b'SOKYMFL12AF72A25AA',b'Sleeping Annaleah (2009 Digital Remaster)',b'Nick Cave & The Bad Seeds',172e1f1a-504d-4488-b053-6344ba63e6d0,AU
b'SOLZJMM12AB0182830',b'Tanguero',b'Laurindo Almeida / Charlie Byrd',c23280a8-abc8-4435-ab44-43762ce0c89c,BR
b'SOBGEJO12A8C1402F3',"b""To My Victim's Families""",b'Birds of Prey',a54009c5-1540-4c57-904c-0e5659729414,US
b'SOJTLYI12A58A7B730',b'He Dreams Of Spaceships',b'Lorna',1fa0a810-f41f-43f1-96e9-058a88334556,GB
b'SODANYE12AB0182941',b'Red Wind (World)',b'R. Carlos Nakai',3c050ada-9db8-4e87-86fb-11c5294f9711,US
b'SOHVUVA12A8C13E1A9',b'This Is Our Album_ Eh?',b'Bob McKenzie / Doug McKenzie',,Failed to retrieve information
b'SOMVWOV12AAF3B3883',b'Open your Eyes',b'Call To Preserve',dbd2ebce-623d-4639-946e-c558bf56a0e3,
b'SOAIOOJ12A8C1385D2',b'After Hours',b'Phantom Planet',766a2b45-441f-4096-af05-dbbca9518c9d,US
b'SOGNPYN12A6D4F9078',b'Real People (Cybernetic Dub)',b'Apache Indian',ec03ebc9-33c5-46a0-a071-228cd3dc4498,GB
b'SOANMAB12AF72A2AAD',b'Outta Control',b'50 Cent / Mobb Deep',8e68819d-71be-4e7d-b41d-f1df81b01d3f,US
b'SOBOUAF12A8C13CE4A',b'Psihi Mou Moni',b'Pegy Zina',415cab7b-226a-49c7-9c1c-92e96ab93876,GR
b'SOKZRVN12A8C13F948',b'Night Time',b'Suicide',7a0f02e0-0ab8-4a62-9e14-c6925cfaed07,US
b'SOTWXMH12AB0180E01',b'So Much Love',b'Shangri Las',91d01e5f-252d-469d-a16a-12c613e48e5d,US
b'SOETKNB12A6D4FCC6A',b'Tell Me Why',"b""Smokin' Joe Kubek & Bnois King""",,Failed to retrieve information
b'SORYYCT12A8C13FFAE',b'The Everlasting Gaze (A Static Lullaby)',b'A Static Lullaby',8d79e950-1333-4a32-9fc1-af53d421abc4,US
b'SONZCGY12A8C1403C1',b'Mercedes Benz',b'Mario Rosenstock',,Failed to retrieve information
b'SOUNBSH12AB01888C0',"b""We Don't Need It (Amended Album Version)""",b'Junior M. A. F. I. A.',caeb2680-8d6c-4b7e-b70e-809b2c12e0bd,US
b'SOKDCSL12A8C13B736',b'Rubber Track',b'DJ Deeon',b73e51c1-cf7e-450e-ab10-a8a24e5b8993,US
b'SOEKOOF12A8C145EBD',b'Sarapatel Humano',b'Marcio Faraco',53254544-ed75-49d6-952c-5acf495afdbc,
b'SOQUEMR12A6D4FAD07',"b""Who's 2 Blame""",b'Mix Mob',ca6f1a60-2e0e-4ac3-8147-f063db8ca8af,
b'SOZXJQK12AB018547A',b'Psychopath',b'Lizzy Borden',8b6a46d9-d1a4-43af-8322-6d04457e0bd5,US
b'SOFAKTP12A8C13D296',b'Visions (20/20)',b'FU-Schnickens',22d8f80a-6e2d-41cf-be36-104f5192ffcf,US
b'SOUXUTH12A58A79E1F',b'Problem Solver',b'Valient Thorr',b4062f5c-067a-4d59-8056-d50246103f68,US
b'SOTGRAB12A6D4FA555',b'Toca Me (Album Version)',b'Flexy',0ea795fe-6155-4575-bf6d-16bd8b2f488e,
b'SOYPEPK12A8C141727',"b""Rollin' Down To Jordan""",b'Birmingham Jubilee Singers',,Failed to retrieve information
b'SOQZBVF12A8C13813A',b'Last Night',b'Northern State',2ff7f5c0-ae22-4922-be09-71474487cc9d,US
b'SOHKTJX12AB0185A8D',b'A True',b'Sugar Minott',01d336ae-7f79-496d-94f9-211b57517b17,JM
b'SOFDVPO12A6D4F703C',b'Everybody Loves Me But You',b'Brenda Lee',6ca4886a-8f77-4133-b404-46fb3908e24a,
b'SOQLWTW12A8C13EA1F',b'24.000 Baci',b'Christos Dantis',,Failed to retrieve information
b'SOFUPPL12A8C143A06',b'Circumstances',b'Johnny Copeland',dda28e24-42e8-4ef9-9f06-c12541cacbad,US
b'SOGKJVN12A6D4F7C75',b'Abagui Alobi',b'Patience Dabany',2836910a-958c-49c3-8d57-ac51bbb383a4,GA
b'SOZTNJU12AB018A581',"b""Talkin' Bout A Revolution""",b'6CycleMind',,Failed to retrieve information
b'SOYCABE12A8C142BD5',b'You And Only You',b'FFH',652ce480-5f04-4601-9e2d-9b41b42a5ce6,
b'SOBTWLJ12A58A7DDD2',b'To Bob Ross With Love (Album Version)',b'Gym Class Heroes',f4d4b515-0b74-423f-a161-db184330c37c,US
b'SOBGMQS12A8C1371A8',b'I Give Up (Album Version)',b'Stellar Kart',5380f412-c4f1-4f0a-a73a-0ca89ae3db50,US
b'SOVYUVO12A8C13CF24',b'Scars and Souvenirs Intro',b'Max Stalling',1f6b79ad-afab-4ef6-8706-5493411bd0c2,US
b'SOMSVWH12A67AE1252',b'Comeback',b'Eric Burdon',70ac2314-d7d8-4435-b56c-9bad9a516642,GB
b'SOESGZE12AB018994E',b'The Distance',b'Bon Jovi',5dcdb5eb-cb72-4e6e-9e63-b7bace604965,US
b'SONAMOI12AB0182AA1',b'Mental Beat',b'Hanoi Rocks',fca2e3b9-d29c-4b41-bde9-0ea5fd279843,FI
b'SOORYUV12AB0183C3E',b'Cross The Bridge',b'Beenie Man',0d85b9f2-802d-48bb-aa85-6a9668869053,JM
b'SOUATHD12A8C133C77',b'Luna Latina',b'Nestor Torres',cdf09cd2-59e0-4953-839f-bea3bbb07b1b,PR
b'SODQNJB12A6D4F66A0',b'I Adara_ To Lenaki Ki I Rinio (Fuss_ Lenaki And Rinio) (2006 Digital Remaster)',b'Viki Mosholiou',,Failed to retrieve information
b'SOMMGDG12AB018376F',b'Thump Thump Da Box',b'DJ Phiene',,Failed to retrieve information
b'SOGKXIV12AAF3B5E4D',"b""Won't You Spread Some Flowers On My Grave""",b'Guitar Slim',017151db-3920-4b4d-ab17-c8c5b6616648,US
b'SORJGVR12A58A7C3C8',b'Poisonous (Edited) (Feat. Devin The Dude)',b'Dilated Peoples Featuring Devin The Dude',c71abd83-9d66-4c7b-9f0d-c9c36e85a955,US
b'SOSRAUR12A8C13F697',b'Jambalaya (On The Bayou)',b'Johnny Copeland',dda28e24-42e8-4ef9-9f06-c12541cacbad,US
b'SOISUCV12A8C133542',b'When The Sun Goes Down',b'Guitar Slim',017151db-3920-4b4d-ab17-c8c5b6616648,US
b'SOGFVYV12A58A7E25C',b'Cincinnati Ohio',b'Connie Smith',6fe09087-5693-4189-aa12-8d148f294121,US
b'SOBFWMT12AAA8C5AC5',b'Espana tiene sabor',b'Los Ninos De Sara',1a86015d-4965-40cd-bf2c-bd64b7c04323,FR
b'SOOFAMF12A6D4F5D2F',b'See The Lights (2002 Digital Remaster)',b'Simple Minds',f41490ce-fe39-435d-86c0-ab5ce098b423,GB
b'SOAOYFX12AB018686C',b'[Hidden Track]',b'Galactic',cabbdf87-5cb2-4f3c-be65-254655c87508,US
b'SOLANWU12A8C141D4D',b'The Painter',b'Rance Allen Group',de7514f3-39cf-4021-b960-8bb802208f8a,US
b'SOAERZM12A8C13CA55',b'Little Bluebird',b'Little Milton',37846227-55fb-444b-9cd7-dc06d5d20714,US
b'SORIZXJ12A6D4FB83C',b'Dolor',b'Los Traileros Del Norte',17b882d4-c0c7-4f28-abef-f4dd1d9d7ae5,MX
b'SOAWCYO12A8151DF97',b'Do You Want To',b'Franz Ferdinand',aa7a2827-f74b-473c-bd79-03d065835cf7,GB
b'SOEYPBL12A8C1357C7',b'Ina Your Rights',b'Aswad',617f2574-c2bd-4e39-9627-34fc9742a024,GB
b'SOSNWQV12A8C13B736',"b""I'm Kinda Partial To His Puss (from My Square Laddie)""",b'Nancy Walker',7c4fa39a-493c-4675-a37b-5cfdb1f58950,US
b'SOROOHN12A8C13AE44',b'The Cleansing Apparatus',b'A Different Breed of Killer',ba68eb40-5985-4a2b-a6fd-145ca28e593a,US
b'SOOGPJF12A8C13F9EF',b'Squanderer',b'Shriekback',748161b8-ec62-4423-b6f1-3a8026190ebb,GB
b'SOKAVYA12AB0188454',b'Too Shy To Scream',b'AFI',1c3919b2-43ca-4a4a-935d-9d50135ec0ef,US
b'SOJFLGV12A8C141AB3',"b""I Don't Care If You Lie (C Layne)""",b'Magnatune Compilation',da55c45d-69a3-4446-a083-1d0b1be0b20b,
b'SODHQLP12A6D4FA6FA',b'Dos imposibles',b'Diego Vasallo',5e814d09-9d00-4e43-9a0d-61c73b4ed380,
b'SOOYYGD12A8C131830',b'Sugar Buzz',b'Russell Malone',a6efce2e-9c3b-4b50-9c46-5935968edfd0,US
b'SOHZTTU12AB0188323',b'Good News',b'Kingston Trio',,Failed to retrieve information
b'SOTFEMQ12A8C13713C',b'Turning Of A Key',b'Michael Gettel',d83529bf-6d3a-4c85-9c5f-e7c991c19956,US
b'SOKECHN12AB0185200',b'I Love Rock n\xc2\xb4 Roll',b'Jessica Myrberg',,Failed to retrieve information
b'SOZMHAO12A8C141C2A',b'Boots The Monkey!',b'Dora The Explorer',2989f1b7-b1db-40a4-ab9e-a28a3b6d6c45,US
b'SOTQJBV12AB018A0A9',b'Narechenny Izgoem',b'Kruger',e69944db-9173-409c-a866-a87d25511c19,RU
b'SOTUDJY12AC9070E78',b'Lament for Frankie',b'Solas',ae389557-f85b-4954-88f2-7b542db07ff8,US
b'SOEIGCK12A8C13B5D7',b'Do It_ Fluid',b'Blackbyrds',,Failed to retrieve information
b'SODSHVF12A8AE481D2',b'Criteria',b'Shaggy',fc63d806-ca89-4ea3-a404-ee6de695743f,JM
b'SOLLARE12A8C136DF8',b'La Vida',b'Los Fabulosos Cadillacs',cfe85625-10af-46c1-99fb-765ed3a4f1ad,AR
b'SOYMECD12AB0186797',b'It\x19s Too Late Now',b'Prozak',c0ab7def-72c5-4774-8c38-3c61399fd0c3,ES
b'SOWNDMV12AC9072EE7',b'Missing You',b'Anthony Watson',f41564c8-b5dd-4d01-8227-bcb262910d59,
b'SOWKBWM12AB01857A4',b'This Is How We Live: Northern Cali',b'Big Rich featuring Devo',,Failed to retrieve information
b'SOBMUGA12A8C13A751',b'Die Gesellschaft',b'Johann K\xc3\xb6hnich',c634211d-329a-402f-a53a-c50b95d43082,DE
b'SOAYQTC12AB0182A48',b'India',b'Jeff Wahl',518aaf8c-fd2d-42e2-aaa8-f1bbb46820a1,
b'SOFIBPT12A6D4F65E1',b'Rock Around The Christmas Tree',b'Daniel Johnston',8a7ca8b0-d23c-4eff-8fe9-6220ba5c9c76,US
b'SOWUARL12AC468AC3C',b'So It Goes',b'Mister Ries',,Failed to retrieve information
b'SOMLGKF12AB017DF3C',b'Vegetable (Live)',b'Radiohead',a74b1b7f-71a5-4011-9441-d0b5e4122711,GB
b'SOANMBZ12AAF3B5204',"b""Give My Heart A Break aka You Don't Seem To Understand""",b'Jimmy McCracklin',497acfd9-091f-4405-a603-0623d099cc1d,US
b'SONUSLF12A6D4F7769',b'Star Signs',b'Leona Naess',f66b685d-9abe-4be6-8e59-9a7486be1964,GB
b'SOAMLOF12A6D4F8AE4',b'Love Round The Corner',b'The Motors',49fc3118-6bee-4e93-a089-be3d66450eeb,GB
b'SOJQLDK12AC468E6C5',b'Horn Webb',b'Art Ensemble Of Chicago',c4c8a72e-a518-48ba-bd59-c27ea6f8d932,US
b'SOQYKUT12A8C143BC7',b'summer jam',b'Set Your Goals',03d8f83e-a647-4bde-968a-189c0f147783,US
b'SOVCXUP12AB017E0E6',b'Contagious',b'Ill Harmonics',86017973-25c2-41a5-9a37-2843878199af,
b'SOVRPJN12A8C1399AE',b'Amazing Grace (Album Version)',b'Dropkick Murphys',e8374874-4178-4869-b92e-fef6bf30dc04,US
b'SOCQFBK12A6D4F86DB',b'Come Emmanuel (House Of Worship Album Version)',b'Twila Paris',e22d16ad-cb54-42f1-b67d-e5a15135c106,US
b'SOEHODD12A6D4F9FFF',b'Hummingbird',b'Leon Russell',d4cc0ed5-0f76-4188-9e14-2a23ca12188a,US
b'SOWYWXS12AC468889C',b'It Makes No Difference',b'Jimmie Davis',06ed4e1e-4416-4a7c-b14b-bc68dfd252aa,US
b'SOBUDNE12AB018E772',"b""Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]""",b'Big Star',21d177ba-3d51-461e-9b3f-ad9a80b419dc,
b'SONPIOB12AB0189AFC',b'Part Of Me (LP Version)',b'Vonray',85043cd5-f2fd-4bb1-b979-540d06be387f,US
b'SOQGNNY12A6D4F5619',b'Juliet',b'The Four Pennies',fac774e0-11a7-4409-afc5-0832c2b69d2f,US
b'SOMSMYI12A58A7C1EA',b'Let It Flow (Feat. Gauran-T and Freaky Frederali)',b'Five Fingers of Funk',48991947-18af-4327-9e4c-c8e8e7c113c3,US
b'SOURIGQ12AB017FCA3',b'Subcode',b'Jah Wobble & Bill Laswell',8b7a121c-5b50-4912-ab4c-e49a631a2db0,US
b'SOFXBFL12AB01873CE',"b""Let Me Play With Yo' YoYo""",b'Blind Willie McTell',81e02e29-e46a-49cb-bf13-d204cbe86daa,US
b'SONSQLD12A6310D960',b'Where Do We Go Now But Nowhere',b'Nick Cave & The Bad Seeds',172e1f1a-504d-4488-b053-6344ba63e6d0,AU
b'SOSQVWS12A8C13695C',b'Pack Your Bags (Jake Benson Club Mix)',b'Leana',52688d77-f4d3-4cfc-b060-d22f18d1fa18,
b'SOHYWLZ12A6D4FBB22',"b""Much Against Everyone'S Advice (Dave Bascombe Radio Mix)""",b'Soulwax',68ec1b08-3c2e-40b3-b0af-8f323743fdff,BE
b'SOXDCWZ12AB0184FF6',b'Sonnenfreunde',b'Carl Crack',6b2e7187-9114-4050-a7af-eba918aebde8,DE
b'SOPDZXV12A58A77173',b'Thine Is The Kingdom',b'Parachute Band',b5027515-8ffe-40c2-9ca3-572438f00087,NZ
b'SOJIGFG12A6D4F7781',b'In A Letter To You (Digitally Remastered 98)',b'Eddy Raven',8e9f4070-4633-4797-b2bf-0a48713cfec7,US
b'SOKZYNC12AB01869B2',b'Love Is So Unkind (Album Version)',b'Gabriela Anders',4d39e78e-1880-4eaa-9b7c-d8f02ee6aaa9,AR
b'SONQCXQ12AB017BBAE',b'I Love You_ You Imbecile',b'Pelle Carlberg',3b795eb4-8971-494d-94f0-963c22eb15d5,SE
b'SOSXSPA12A58A7C152',"b""He Can't Love you""",b'Michael Stanley Band',4e744ffc-767a-4b18-b485-47d4b123ff4a,US
b'SOLRAOY12A6D4F7452',b'Pamella',b'Remmy Ongala',f644d496-87f8-42d4-aeff-71c5708e8a01,TZ
b'SOWRHSP12A58A77A73',b'Too Much Fun',b'Commander Cody And His Lost Planet Airmen',2d67f7f4-1e85-4278-bac6-424e6204a8b9,US
b'SOLVDDZ12A8C13570B',b'The Son Shines Down On Me',b'Asleep At The Wheel',79ad8210-274e-4a99-8033-f4c9fe9be8a3,US
b'SOXAWVI12AAF3B5338',b'Little Bar Butterfly',b'Mae West',9cde9e3a-e8af-4659-9c59-bdbf96acb558,US
b'SOYHMPJ12AAF3B387B',b'Hope For The Fallen',b'Call To Preserve',dbd2ebce-623d-4639-946e-c558bf56a0e3,
b'SOUYBZV12AC468E677',b'Show Some Sign',b'The Jackson Southernaires',4f91f760-85f6-4603-9b60-15789000e256,US
b'SOABYBF12A8C138A09',b'Severe Severing',b'Klaus Badelt',74ba575f-3420-4d62-8e48-ac473d3c4282,US
b'SOLAFCK12AB0187E57',b'No Rainbow',b'deadboy & the Elephantmen',19f00315-8c23-4d69-8f02-9cee1987b40b,US
b'SOVNIAU12A6D4F7C63',b'Not Missing You',b'Inspector 9',,Failed to retrieve information
b'SOJOICW12A8C13B533',b'Shi Guang Ben Shi Wu Zui',b'Sandy Lam',280697d2-164d-4477-971d-06b91e57c6a5,HK
b'SOBCGNG12A81C23752',b'You Gotta Go',b'Fountains Of Wayne',0f82d6b5-12fb-4569-b047-a00194f572a7,US
b'SOZIMCK12AB0187B6E',b'Guardian Angel',b'Since The Flood',7bc3edb1-75a1-414b-b519-4b8d8d3b985d,
b'SOIAMPB12AB018AB06',b'Once',b'Del Horno',,Failed to retrieve information
b'SOQUWUE12A8C139B47',b'Ready For The Love',b'Angela Stewart',3158baa4-8313-463b-9efc-faa90d0aa54f,
b'SODUZTQ12A8AE48067',b'Why Do You Have to Go',b'Dells',f6794ca6-cbd2-4e3d-a860-85a5ce8c6dbe,US
b'SODRQRZ12A58A7BBC4',"b""Class Compromise (&History's Glory)""",b'The Business',9557fdd9-41a0-4029-84d9-cb3ae944ee8a,GB
b'SOCOLDY12A6701E98B',b'Same Old Song And Dance',b'Aerosmith',3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US
b'SOENANC12A8C134906',b'Best Kept Secret',b'Dons',548e9b93-bd04-4702-9820-0911cfbe92f7,LV
b'SOMPRSK12A8C13993E',"b""Jane's Theme""",b'Harald Kloser',0ab89ff8-f54e-4459-9aaf-ac48ca42d424,AT
b'SORLELP12AB017F1F9',b'Quinze mai',b'Gus Viseur',d5c4d5fe-f8c0-41f5-aed5-48a3760cddbb,BE
b'SORSTYX12A6D4FB4FB',b'Franks Plea',b'Marco Beltrami',bced6266-4c23-4806-8e3d-165eac0ad494,US
b'SOMYZTG12A67020D51',b'Bricks And Mortar',b'The Jam',23228f18-01d5-493e-94ce-cfcde82a8db2,GB
b'SOPFOCW12A8C134550',b'Le Beeatch',b'Trafik',e9cd6eef-e3d5-4801-a75b-f1a48c4b344d,ES
b'SORPZVB12A6D4F9D44',b'I Think About You (LP Version)',b'Ray Barretto',169153fd-ba80-401a-8ccd-2825efaf9155,US
b'SOQELHR12AC4689565',b'If You Wanna Be My Friend',b'Oscar Lima',2a74803f-c09a-4a09-8540-e4ac55ec96a2,
b'SOGWIIH12A8C137323',b'Somewhere Out There (Album Version)',b'Deodato',698e8ecf-2fb1-4e87-92d5-0aede61431e5,BR
b'SOIDDGN12AB018371D',b'Plage de Belle Maison',b'Thomas Battenstein',,Failed to retrieve information
b'SOPEBJN12AB0188E0A',b'Gaita Pueblera',b'Gran Coquivacoa',a1be513e-35e5-47b0-8b73-7476378384aa,
b'SOFKSJC12A8C13483C',b'Sanchez Family',b'Harry Gregson-Williams',8974da95-e631-45aa-8fd7-aa0c2795f997,GB
b'SOXEXQD12A58A7E72F',b'Matriarch (LP Version)',b'MICHAEL WHITE',95fe32b4-fcdf-4d2a-a431-09fbded2834b,US
b'SOEYHBE12AB01848F6',b'This Love',b'Maroon 5',0ab49580-c84f-44d4-875f-d83760ea2cfe,US
b'SOSXRQG12A8C1325D6',b'Louise',b'Willy DeVille',b09775a9-957d-4101-aa88-da78b9c6ad36,US
b'SOGHASM12A8C140D10',b'Somebody Changed the Lock',b'Tarheel Slim',d12c3212-afe9-4407-bf88-921499fc3bf6,US
b'SOGAISJ12AB0180168',b'My Butcher Man',b'Memphis Minnie',ff748426-8873-4725-bdc7-c2b18b510d41,US
b'SOGJPMB12A8C13A9DB',b'Unforgettable Season',b'Cut Copy',caaba574-dfbc-4681-8e56-19b5150897d2,AU
b'SOYJKGB12AB01877C7',b'Evenglow',b'David & Steve Gordon',61b243f5-698f-4ba3-9538-20279da8edc2,
b'SOXBEKP12A6D4F979E',b'Approach To Danger (Edited)',b'N.W.A.',3a54bffa-2314-44a2-927b-60144119c780,US
b'SOSSXDE12A58A7DD66',b'Big Woman',b'Washboard Sam',7c913d1c-cef0-4c02-89d2-ecbf6ab5fc21,US
b'SORYGBM12AB0186F25',b'Dreams - Original',b'Dan Moretti',,Failed to retrieve information
b'SOTETFB12A8C13BDE9',b'Listen Up',b'Army of the Pharoahs',,Failed to retrieve information
b'SOZSRHD12AB0189A2C',b'Mother-In-Law Blues',b'Little Jr. Parker',79bd0f86-95f0-4e2b-806f-7d78640cf683,US
b'SOCBINM12AC468678F',b'Have Fun Prelude',b'Speech',dee9c728-837e-4f31-a526-e999f61b6eae,US
b'SOMBHKR12A58A7CAD3',b'Peace',b'Billy Higgins',53019232-166e-4788-8b13-23e60ffced44,US
b'SOEDKVK12AC468B6B5',b'Move Mountains (BBC In Concert)',b'Jesus Jones',f9776598-2689-41db-98d3-829f5510021c,GB
